sentiment,anger,sadness,disgust,joy,fear
-0.311154,0.655772,0.206509,0.074525,0.129792,0.17042
0.450273,0.044075,0.334447,0.029046,0.563536,0.074152
-0.28703,0.136563,0.205961,0.464207,0.579536,0.07443
-0.278299,0.096483,0.498219,0.10553,0.602623,0.67088
0.408891,0.087587,0.575408,0.07742,0.610199,0.138208
0.793092,0.113605,0.034175,0.119113,0.734236,0.046323
-0.791024,0.611226,0.649613,0.09395,0.160376,0.547717
0.718246,0.075982,0.276863,0.07285,0.502575,0.128578
0.459361,0.109223,0.548242,0.087082,0.574351,0.147435
-0.609294,0.077965,0.559134,0.071474,0.265594,0.100739
-0.433841,0.039096,0.115401,0.004461,0.833492,0.020499
0.27983,0.179648,0.230417,0.069238,0.65721,0.065441
0.363739,0.070116,0.189021,0.096721,0.653054,0.055531
0.727963,0.016529,0.137672,0.025734,0.815408,0.018217
0.380736,0.106174,0.095895,0.051414,0.740542,0.075177
-0.58223,0.444912,0.597791,0.080714,0.52864,0.43561
0.427481,0.084134,0.114688,0.063461,0.608767,0.501473
-0.879677,0.141027,0.708857,0.330688,0.020828,0.101213
0.642823,0.129093,0.645645,0.010063,0.193964,0.126856
0.557592,0.090032,0.428066,0.006911,0.429226,0.016343
-0.500093,0.468149,0.541442,0.041758,0.121734,0.144645
0.625073,0.10354,0.543361,0.115133,0.6026,0.112627
0.480007,0.097912,0.188025,0.064514,0.692372,0.138577
-0.436053,0.155795,0.576421,0.082718,0.184453,0.174378
0.263352,0.135988,0.331706,0.033527,0.204914,0.094827
-0.57299,0.179085,0.580108,0.483227,0.457972,0.105934
-0.529351,0.152642,0.533416,0.162062,0.444497,0.086668
-0.310968,0.071784,0.691275,0.052512,0.59491,0.168037
0.623775,0.041665,0.338335,0.006124,0.612229,0.040964
0.611164,0.11186,0.2059,0.030588,0.566085,0.174789
0.921827,0.01111,0.42299,0.007543,0.562934,0.012451
0.499662,0.122413,0.495633,0.101544,0.643374,0.46021
-0.384172,0.109479,0.5248,0.101987,0.592031,0.118027
0.454814,0.127525,0.548848,0.083337,0.555897,0.099984
-0.320419,0.044614,0.169057,0.066433,0.436893,0.30489
0.348855,0.455428,0.531675,0.05217,0.182301,0.023623
0.818653,0.031357,0.488578,0.028273,0.724712,0.612302
0.73401,0.02612,0.252939,0.024304,0.727231,0.049052
-0.745924,0.562201,0.560305,0.102176,0.015271,0.055248
0.648604,0.071665,0.26965,0.012603,0.624422,0.056779
-0.620722,0.6382,0.543478,0.082894,0.666822,0.097931
-0.788078,0.258727,0.668923,0.456025,0.609214,0.171728
-0.617521,0.058382,0.791683,0.025353,0.06171,0.216485
